title,description,publishedAt,title_polarity,description_polarity
Coinbase lets you withdraw funds to your debit card,Cryptocurrency exchange Coinbase is adding a new way to withdraw funds from your Coinbase account If you ve added a compatible debit card to your account you can transfer USD EUR or GBP to your bank account nearly instantly There are some drawbacks and t,2020-10-02T17:39:25Z,0.0,0.06818181818181818
U S charges BitMEX cryptocurrency founders with failing to prevent money laundering Reuters India,U S prosecutors on Thursday filed criminal charges accusing four founders and executives of BitMEX one of the world s largest cryptocurrency derivatives exchanges of evading rules designed to stop money laundering,2020-10-02T02:00:00Z,0.0,-0.4
U S charges BitMEX cryptocurrency founders with failing to prevent money laundering Reuters com,U S prosecutors on Thursday filed criminal charges accusing four founders and executives of BitMEX one of the world s largest cryptocurrency derivatives exchanges of evading rules designed to stop money laundering,2020-10-02T02:03:00Z,0.0,-0.4
How to perfect your fintech story and close your next funding round,It s 2020 we re in the midst of a global pandemic and in and out of lockdown Kanye West with Elon Musk s blessings tried to run for president and the word cryptocurrency is no longer a niche reserved only for people within the tech sphere As we debate,2020-10-02T09:17:07Z,0.26666666666666666,0.0
US hits BitMEX cryptocurrency exchange founders with charges,Prosecutors say BitMEX founders and executives evaded anti money laundering rules firm says will fight the allegations,2020-10-02T03:36:36Z,0.0,-0.2
September Crypto Recap MicroStrategy Doubles Down On Bitcoin KuCoin Hacked For 200m And More,With September coming to a close with yesterday s close here is brief recap of all major Bitcoin and cryptocurrency news events of the past month,2020-10-02T00:27:42Z,0.17222222222222222,-0.0625
Why Overstock Shares Fell 17 in September,Shares remain dramatically higher so far in 2020,2020-10-02T12:34:00Z,0.0,0.175
Can Cryptocurrency Be a Safe Haven Asset,The ongoing coronavirus crisis has caused great turmoil and shaken the global financial system People face unprecedented global economic and,2020-10-02T17:30:27Z,0.5,0.26666666666666666
Bitcoin Stocks Fall as Trump Tests Positive for COVID 19,The cryptocurrency and Asian stock markets dumped early Friday after U S President Donald Trump announced he and his wife had tested positive to COVID 19,2020-10-02T05:46:15Z,0.22727272727272727,0.10909090909090909
Blockchain Bites BitMEX Investigation Trump s Diagnosis Babel s Leaked Audio,Elsewhere another European central banker has called for a digital euro Atari s cryptocurrency has a sale date and Venezuela built a national stock exchange on Ethereum,2020-10-02T16:21:43Z,0.0,0.0
8 Cryptocurrency Websites for Inspiration,Some people even say that cryptocurrencies are surely in the future of world economies It will affect not only investments but how the economy is moving towards non cash transactions Because of how trendy cryptocurrencies are currently and how popular it ma,2020-10-02T08:40:20Z,0.0,0.2833333333333334
Independent presidential candidate talks tech 2 party system in Boise Idaho Press Tribune,BOISE Former child actor and current cryptocurrency entrepreneur Brock Pierce took the steps of the Idaho Capitol on Thursday to promote his 2020 presidential campaign alongside running mate and,2020-10-02T01:30:00Z,0.0,0.0
Trump Covid Test BitMEX Charges Bring October Shocks for Bitcoin,Crypto analysts scramble to assess U S charges against BitMEX home of 100x bitcoin perpetual swaps and a venue for getting rekt,2020-10-02T13:51:06Z,0.0,0.0
Bitcoin Stocks Fall as Trump Tests Positive for COVID 19,The cryptocurrency and Asian stock markets dumped early Friday after U S President Donald Trump announced he and his wife had tested positive to COVID 19,2020-10-02T05:46:15Z,0.22727272727272727,0.10909090909090909
Venezuela Rolls Out Ethereum Based Stock Exchange to Help Skirt US Sanctions,The blockchain based exchange comes as part of new measures announced by President Nicolas Maduro in a big to sidestep tough U S sanctions,2020-10-02T09:00:46Z,0.0,-0.08417508417508418
Bitcoin s CME gap at 9 600 could be filled soon after renewed selling pressure,On October 1 one of the biggest cryptocurrency exchanges BitMEX was charged by the CFTC for illegally operating a cryptocurrency derivatives tradin,2020-10-02T20:10:22Z,0.4,-0.5
Bulls Exit BitMEX Bitcoin Futures Market,Since the announcement from U S regulators BitMEX has witnessed an outflow of more than 40 000 bitcoins currently worth more than 422 million,2020-10-02T18:15:20Z,0.0,0.43333333333333335
Coinbase lets you withdraw funds to your debit card,Cryptocurrency exchange Coinbase is adding a new way to withdraw funds from your Coinbase account If you ve added a compatible debit card to your account you can transfer USD EUR or GBP to your bank account nearly instantly In the U S Coinbase deducts 1,2020-10-02T17:39:25Z,0.0,0.06818181818181818
Bitcoin News Roundup for Oct 2 2020,With Pres Trump testing positive and a systemically important exchange in the crosshairs CoinDesk s Markets Daily is back for your latest crypto news roundup,2020-10-02T16:00:00Z,0.0,0.2254545454545455
Coinbase Reportedly Warns Some UK Users It s Handing Their Details to the Taxman,U K users of the exchange who have received 5 000 or more in the past tax year will have their information passed to the tax authority,2020-10-02T14:15:17Z,0.0,0.125
Binance Gemini Kraken So Far the Winners From BitMEX s Legal Woes,Binance Gemini and Kraken have become the biggest winners since US regulators charges against BitMEX on Thursday,2020-10-02T20:15:23Z,0.15000000000000002,0.0
Cosmos Gains Traction in India Amid Broader Crypto Resurgence,Cosmos and its ATOM token are finding success among university students in India during the 2020 bull market,2020-10-02T08:02:48Z,0.0,0.3
Facebook Has Gotten So Much Worse Since The Social Network,The movie depicting Facebook s rocky origins premiered ten years ago We revisit the film and Netflix s new The Social Dilemma to see what s changed,2020-10-02T14:00:00Z,-0.18333333333333335,0.05656565656565656
Crypto firm s no politics experiment,Some tech CEOs just want to make great products and boost profits while ignoring politics but 2020 isn t letting them Driving the news Coinbase CEO Brian Armstrong told employees in a memo Sunday that their company would henceforth take no political stands,2020-10-02T10:00:33Z,-0.2,0.4
68 Of Americans Want CEOs To Take A Stand On Social Issues Poll Finds,The result is a marked increase from last year according to nonprofit JUST Capital,2020-10-02T11:06:46Z,0.03333333333333333,0.05
Infographics Try Codnet Fintech,,2020-10-02T20:03:10Z,0.0,0.0
Stellar Lumens Price Prediction XLM risks diving to 0 065 as technicals turn bearish,The cryptocurrency market suffered a setback on Thursday with bears regaining control across the board Stellar Lumens also experienced the retreat,2020-10-02T03:18:33Z,0.25,0.525
What happened to BitMEX and why it is the first shot for DeFi industry,The Commodity Futures Trading Commission CFTC and the Department of Justice DOJ accused the larges trading platform of trading cryptocurrency deri,2020-10-02T08:30:08Z,0.25,0.0
Bitcoin Price Forecast BTC upside limited at 10 600 Confluence Detector,Despite a price drop the premier cryptocurrency has managed to stay above 10 000 for a record breaking 66th straight day However how long is this,2020-10-02T03:00:08Z,-0.07142857142857142,0.05000000000000001
Top 3 Price Prediction Bitcoin Ethereum and Ripple Bitcoin tumbles as selling pressure intensifies,The cryptocurrency market is still swimming in turbulent waters even as the weekend session is ushered in It has been a week with minor price moveme,2020-10-02T07:27:45Z,0.5,-0.05
US government files charges against Seychelles registered crypto exchange BitMEX,The U S Department of Justice and the Commodity Futures Trading Commission has filed charges against cryptocurrency exchange BitMEX for allegedly evading U S money laundering laws BitMEX registered in Seychelles is one of the world s most popular cryptoc,2020-10-02T03:20:36Z,0.0,0.3333333333333333
Co founders of major cryptocurrency trading platform BitMEX are charged with violating the US Bank Secrecy Act,Summary List Placement ul li Four top executives of major crypto trading platform BitMEX have been charged with violating US anti money laundering regulations the Commodity Futures Trading Commission said on Thursday li li The co founders and head of,2020-10-02T10:33:41Z,0.0625,0.28125
Santander teams up with poets to turn financial crimes into rhymes,Launching ahead of National Poetry Day on 1 October Santander s Scam Sonnets aim to raise awareness of investment fraud which is when a fraudster offers a fake but convincing opportunity to make a profit by handing over a sum of money,2020-10-02T11:05:15Z,0.0,0.033333333333333326
Safe cryptotrading 101,Decided to invest in cryptocurrency Read our guide to avoid the most common rookie mistakes and not lose money,2020-10-02T10:35:58Z,0.5,0.1
US charges BitMEX cryptocurrency founders with failing to prevent money laundering,NEW YORK U S prosecutors on Thursday filed criminal charges accusing four founders and executives of BitMEX one of the world s largest cryptocurrency derivatives exchanges of evading rules designed to stop money laundering The Department of Justice char,2020-10-02T02:00:29Z,0.0,-0.13181818181818183
Top sites infiltrated with credit card skimmers and crypto miners,An investigation conducted into the top 10 000 Alexa sites by Palo Alto Networks reveals many of these popular websites are infected with cryptocurrency miners and credit card skimming scripts,2020-10-02T16:58:01Z,0.5,0.5333333333333333
Romania set to auction Bitcoin and Ether confiscated in criminal case,Prospective bidders will need to provide the auction house with a crypto address hosted on a registered compliant trading platform,2020-10-02T09:31:16Z,-0.4,0.0
No iPhone 12 but new iPads Apple Watches and antitrust battles Apple s September 2020 in review,September 2020 was the first September in eight years where Apple didn t launch a new iPhone However in the midst of App Store and antitrust battles it did rather well with iOS 14 a new iPad Air and Apple Watch Series 6 plus a new fitness program and t,2020-10-02T12:49:24Z,0.13636363636363635,0.16477272727272727
Dead hamster immortalised as answer to password security question,A DECEASED hamster will love on in memory after becoming the answer to a password security question,2020-10-02T15:35:27Z,-0.2,0.475
Five twats you always get stuck with at weddings,THANKS to the government the twat pool at weddings is temporarily a little shallower However you ll still find the following people at every single wedding,2020-10-02T15:35:14Z,0.0,-0.014732142857142853
Yearn finance YFI Drops 10 Despite These 2 Fundamental Trends,Despite resilience in the price of Bitcoin it s been another brutal day for Yearn finance YFI and other DeFi coins The leading decentralized finance coin based on Ethereum has dropped 10 in the past 24 hours The cryptocurrency currently trades for 20,2020-10-02T23:59:01Z,0.0,-0.3125
Uniswap s UNI Token Plunges as Investors Fear a Regulatory Crackdown,Uniswap s UNI token has taken a hit over the past few days Although it isn t the only cryptocurrency currently plunging lower as the market continues being plagued by uncertainty it has been hit particularly hard The recent news regarding the CFTC s decisi,2020-10-02T23:00:58Z,0.0,-0.12361111111111112
10K Bitcoin Shows Resiliency Facing BitMex Drama KuCoin Hack And Now This,Bitcoin price is currently back over 10 500 holding on after a brief crash to under 10 400 on the heels of several pieces of extremely negative news The recent news normally would be enough to send the crypto market collapsing highlighting just how resil,2020-10-02T17:00:11Z,0.0,-0.02142857142857143
Why Record High 11B Inflow In DeFi Buoys Chainlink Momentum,The total value locked away in DeFi applications has breached over 11 billion and is still climbing This record inflow of decentralized finance capital could continue to propel Chainlink s bullish momentum further Here s why this cryptocurrency central to,2020-10-02T01:00:52Z,0.16,0.0
Why One Bitcoin Analyst Believes the Market is Scared for All the Wrong Reasons,Bitcoin s price action as of late has been driven by a combination of recent news developments jitters within the macro economic environment as well as technical weakness That being said these factors have not been enough to push the benchmark cryptocurre,2020-10-02T16:00:32Z,-0.5,4.625929269271485e-18
Analyst Chainlink Likely to Face Grim Downturn That Leads to 6 85,Chainlink s price action has been overtly bearish as of late with the cryptocurrency being unable to hold above 10 00 despite the technical strength resulting from its recent rebound from the 7 00 region It seems that the v shaped recovery it posted fro,2020-10-02T21:00:09Z,-0.5,-0.11666666666666665
Venezuela trials decentralized stock exchange that s open to the world,Venezuela has announced a 90 day trial for a decentralized stock exchange supporting alternative digital assets and fiat currencies,2020-10-02T05:56:34Z,0.0,0.125
Fiat inflation has cost Bitcoin hodlers 20 over the past decade,Since 2010 inflation has turned 1 into 84 cents while 1 invested in Bitcoin would be worth 274 000,2020-10-02T00:30:10Z,-0.25,0.3
Exec who bamboozled clients with crypto jargon pleads guilty to 3 25M fraud,A crypto escrow executive has pled guilty to defrauding his client out of 3 25 million,2020-10-02T01:37:56Z,-0.5,-0.5
Coinbase now offers instant withdrawals,One of the defining characteristics of crypto is that it can be transacted instantly anywhere anytime However when customers want to sell their crypto assets and withdraw cash from their,2020-10-02T16:00:07Z,0.05,0.0
Warren Buffett s charity dinner spurred the boss of an online trading platform to embrace value investing,Summary List Placement ul li Cryptocurrency entrepreneur Justin Sun paid 4 6 million for a charity dinner with Warren Buffett in January li li Sun hoped to convert Buffett into a Bitcoin fan but instead one of his guests eToro CEO Yoni Assia embra,2020-10-02T11:16:45Z,0.0,0.0
Are social tokens the next big thing,Creators and influencers have a new way to monetize their efforts and reward their loyal followers,2020-10-02T02:59:23Z,0.011111111111111112,0.23484848484848483
CORRECTING and REPLACING HUMAN Protocol Launches To Make The Internet Human Again,PANAMA CITY BUSINESS WIRE First paragraph third sentence of release should read HUMAN Protocol s first application hCaptcha is actively being used by thousands of different websites including the Canadian government Rakuten and most blockchain excha,2020-10-02T15:09:29Z,0.0,0.12380952380952381
HUMAN Protocol Launches To Make The Internet Human Again,PANAMA CITY BUSINESS WIRE HUMAN Protocol a decentralized solution for organizing evaluating and compensating businesses and individuals for performing Human Intelligence Tasks HITs launched out of stealth today The formerly private protocol is curre,2020-10-02T13:09:57Z,0.0,0.0
The Many Reasons British Politician Godfrey Bloom Is Buying His First Bitcoin,This week former British politician author and more Godfrey Bloom revealed his plan to buy his first Bitcoin But why Here are the three primary reasons that the former parliament member would consider investing in the leading cryptocurrency by market ca,2020-10-02T15:00:59Z,0.25,0.19166666666666665
Galaxy Digital CEO Bitcoin Dips Should Be Bought Despite BitMEX News,Bitcoin faced a strong correction on Thursday from its 10 900 daily high The leading cryptocurrency currently trades for 10 400 reaching session lows Altcoins have dropped even further acting as high beta plays on Bitcoin The drop comes in the face of,2020-10-02T10:00:28Z,0.0,0.10761904761904761
Market Wrap Bitcoin Rebounds to 10 5K Stablecoin Market Cap Goes Parabolic,Bitcoin price has proved resilient in the face of bad news but traders expect crypto volatility ahead,2020-10-02T20:36:40Z,0.0,-0.6999999999999998
What Trump s Coronavirus Detection Could Mean for Bitcoin,Bitcoin was among the only safe haven assets that didn t surge following the latest Donald Trump news The benchmark cryptocurrency stared at losses over the previous 24 hours falling 3 52 percent to 10 489 as of 0800 UTC Its latest decline came after the,2020-10-02T08:35:12Z,-0.3125,0.22222222222222224
Bitcoin Dow Futures Slid As Trump Tests Positive for COVID 19,Bitcoin plunged alongside the US stock futures in early morning trading on Friday after Donald Trump revealed that he and his wife Melania tested positive for coronavirus Tonight and I tested positive for COVID 19 We will begin our quarantine and r,2020-10-02T07:07:49Z,0.22727272727272727,0.18484848484848485
Tron Price Prediction TRX needs to hold this crucial support level to avoid a sell off,After a massive price boost thanks to Tron tapping into the DeFi market the price of the digital asset has continued to decline significantly The e,2020-10-02T13:54:40Z,0.0,0.14375
DeFi Token Yearn Finance YFI Breaks Massive Pattern Neckline What s Next,Yearn Finance YFI has stolen the attention away from most other DeFi tokens Ethereum and Bitcoin thanks to an amazing run where tens of thousands per coin in value were added But the Ethereum based ERC20 token has recently broken below and is now retesti,2020-10-02T20:00:05Z,0.0,0.155
Algorithms Blockchain Cryptocurrency Implications for the Future of the Workplace The Future of Work PP,The convergence of Algorithms Blockchain and Cryptocurrency has the potential to fundamentally disrupt the current world of work This book investigates the effects of this on the worker the organisation and the economy by considering a future where the tr,2020-10-02T08:37:05Z,0.0,0.0
5 Best Anonymous Hosting Solutions To Protect Privacy,Are you looking for the best anonymous hosting provider If so you ve come to the right place,2020-10-02T14:50:39Z,1.0,0.6428571428571428
Money Reimagined Trump Crypto and Fairer Taxes,Trump s tax returns show the unfairness of the tax system and the need for reform Blockchain governance offers some ideas,2020-10-02T16:23:06Z,0.0,0.1
Three key reasons Dow plunge won t cause a bigger Bitcoin drop below 10K,Bitcoin price slipped as the Dow Jones sharply dropped but three key reasons might prevent a prolonged pullback,2020-10-02T13:26:00Z,0.0,-0.0625
Glancy Prongay Murray LLP a Leading Securities Fraud Law Firm Announces Investigation of Precigen Inc f k a Intrexon Corporation PGEN XON on Behalf of Investors,LOS ANGELES BUSINESS WIRE PGEN CLASSACTION Glancy Prongay Murray LLP Announces Investigation of Precigen Inc f k a Intrexon Corporation PGEN XON on Behalf of Investors,2020-10-02T20:39:02Z,-0.2,0.0
A Strengthening Renminbi Casts Further Bullish Spells on Bitcoin,A robust exchange rate policy by the Chinese leaders has prompted the renminbi to log its best quarter in 12 years The onshore renminbi added approx 4 percent in the three months ending September 30 its best since 2008 Meanwhile its offshore counterpart g,2020-10-02T05:31:05Z,0.0,0.6666666666666666
Bitcoin Shatters Its Correlation to Gold as It Tanks Alongside Equities,Bitcoin s price has been facing immense sell side pressure throughout the past couple of days This has mainly resulted from the revelation of multiple bear favoring news events These events including the BitMEX imbroglio and President Trump s health have,2020-10-02T23:00:09Z,0.0,-0.020833333333333336
Ethereum Was Just Rejected at a Do or Die Resistance level,Ethereum has undergone a strong rejection at the daily highs due to fundamental news pertaining to BitMEX On Thursday morning the CFTC of the U S announced that it is charging BitMEX for derivatives and anti money laundering violations Bitcoin dropped in,2020-10-02T01:00:52Z,0.0,0.10277777777777776
Top On Chain Analyst Thinks Bitcoin Will Pop Despite BitMEX News,Bitcoin underwent a strong rejection on Thursday and Friday morning due to two fundamental trends First and foremost BitMEX was charged by the U S CFTC over derivatives concerns and anti money laundering concerns Secondly it was revealed that President T,2020-10-02T23:59:23Z,0.5,0.13958333333333334
Market Wrap Bitcoin Rebounds to 10 5K Stablecoin Market Cap Goes Parabolic,Bitcoin price has proved resilient in the face of bad news but traders expect crypto volatility ahead,2020-10-02T20:36:40Z,0.0,-0.6999999999999998
I Took My Startup From 20k month to 0,Justin Hunter created Graphite Docs a privacy focused alternative to Google Docs powered by blockchain He soon started gaining traction from individual users However he decided to focus on the B2B model rather than B2C and this decision cost him the bus,2020-10-02T12:49:30Z,0.0,0.0
Ethereum releases plan to address scaling issues amid high gas prices,The official team of Ethereum has released the newest plan to address all scaling issues in the short term According to the report the intention of,2020-10-02T15:38:02Z,0.16,0.0
Ren Technical Analysis REN uptrend hits pause despite Coinbase Pro listing,Ren pulled through with the uptrend that stalled at 0 25 mid this week The altcoin made a blissful run above 0 30 but started to retrace marginall,2020-10-02T08:03:37Z,0.0,0.0
Gold shoots up while Bitcoin plunges as President Donald Trump tests positive for COVID 19,The world has woken up to the news that the United States President Donald Trump has tested positive COVID 19 The virus sweeping across the globe h,2020-10-02T09:41:32Z,0.22727272727272727,0.22727272727272727
Propy gets cash infusion from legendary investor,Venture capitalist Tim Draper an early backer of Tesla and Skype has invested an undisclosed amount in the blockchain transaction startup He will also get a seat on Propy s board and offer strategic input,2020-10-02T10:00:01Z,1.0,0.1
Ethereum to See Further Losses as Crypto Market Becomes Beyond Bearish,Ethereum and the aggregated crypto market have been caught in the throes of a strong downtrend throughout the past 24 hours This has come about due to multiple macro developments including news about President Trump s health as well as the government s decis,2020-10-02T20:00:06Z,0.0,0.014583333333333323
Bitcoin Shows Remarkable Strength Despite Growing List of Bearish Events,Bitcoin s price saw a decent recovery following the BitMEX imbroglio yesterday but the cryptocurrency s reverted most of these gains overnight due to news of President Trump contracting the lethal virus This news sent shockwaves throughout the traditional ma,2020-10-02T18:00:42Z,0.75,0.10833333333333332
Top sites infiltrated with credit card skimmers and crypto miners,By GIXnews An investigation conducted into the top 10 000 Alexa sites by Palo Alto Networks reveals many of these popular websites are infected with cryptocurrency miners and credit card skimming scripts,2020-10-02T17:56:00Z,0.5,0.5333333333333333
Two Crucial Reasons Why DeFi s Synthetix Network Token Is Nearing 5,DeFi After a brutal past three to four weeks DeFi coins are bouncing back Synthetix Network Token SNX the native token of leading decentralized derivatives platform Synthetix has gained 7 9 in the past 24 hours The coin is now nearing 5 after spendin,2020-10-02T10:00:17Z,0.0,-0.34375
Use of distributed ledger technologies to verify the provenance of goods,A review of the use of blockchain and other distributed ledger technologies to verify the provenance of goods,2020-10-02T08:31:14Z,0.0,-0.125
Bitcoin s Rising Correlation With Stocks Debunks Haven Narrative,Bloomberg Stocks were jolted Friday following news President Donald Trump tested positive for coronavirus But in a move counter to the often touted narrative that the dominant cryptocurrency acts as a haven Bitcoin also retreated That s because the cor,2020-10-02T18:57:51Z,0.0,0.11363636363636363
Top 5 Thought Provoking Use Cases Of Blockchain In Banking Finance Sector,Image Source yourstory com Blockchain technology has a huge crowd around it that cherishes and admires its capabilities Though banking and finance industry experts share a great devotion to this technology By 2018 90 of European and U S financial and ba,2020-10-02T21:44:57Z,0.5,0.30000000000000004
How to overcome imposter syndrome as a freelance journalist,Feelings of doubt can take many forms and hold writers back from reaching their true potential Here is how to regain your self confidence,2020-10-02T16:06:00Z,0.0,0.2125
Political Prosecution Of Julian Assange Calls For Nonviolent Cryptographic Defense,As the prosecution of Julian Assange continues can the cryptographic technology that helped WikiLeaks restore history now be used to defend the freedom of its founder The post Political Prosecution Of Julian Assange Calls For Nonviolent Cryptographic Defens,2020-10-02T14:51:36Z,0.2,0.2
Africa Is Losing 90 Billion Annually to Illicit Finance,Stolen funds undermine public spending on health care education and infrastructure a U N report finds,2020-10-02T21:58:33Z,0.0,0.0
The chance for DeFi to fulfill the technology s promise,Decentralized finance clearly has the potential to change the world but most of what carries that moniker today is not at all truly DeFi,2020-10-02T15:27:31Z,0.0,0.19999999999999998
Price analysis 10 2 BTC ETH XRP BCH BNB DOT LINK CRO BSV LTC,The bulls are buying the dips in Bitcoin and a few altcoins suggesting that investor sentiment remains positive,2020-10-02T18:57:00Z,0.0,0.013636363636363627
These are the top 10 venture capital funds in the U S,When it comes to ranking the top 10 venture capital funds in the U S there are many ways to go about it You can look at it based on assets under management and dry powder or deal flow You can look at it based on more subjective factors as well Here s our,2020-10-02T20:37:40Z,0.5,0.35833333333333334
A Tech Company CEO Said He Doesn t Want Politics In The Workplace And People Are Upset,Bitcoin is a company whose goal is to make it easy for people around the world to buy sell and manage various cryptocurrency accounts As such you might assume it would be a pretty progressive place But recently there has been some discontent at the company,2020-10-02T02:44:52Z,0.0,0.13666666666666666
Renewable energy not as prominent in cryptocurrency mining as previously claimed,The prevalence of renewable energy in cryptocurrency mining is being driven by hydroelectricity according to a study by the Cambridge Centre for Alternative Finance CCAF but APAC s cheap coal powe,2020-10-02T11:35:35Z,0.16666666666666669,0.4
Strategic Asset Leasing Inc LEAS Pink Current Strategic Asset Leasing Inc Announces Cryptocurrency Development,Get Stock Bond Quotes Trade Prices Charts Financials and Company News Information for OTCQX OTCQB and Pink Securities,2020-10-02T14:00:42Z,-0.05,-0.1
Crime Insurance Failing to Keep Up With Cyber Criminal Innovation New York Law Journal Law com,Photo Shutterstock com While a pandemic continues to rage it is understandable to lose focus on the continued scourge of computer enabled theft In fact cyber criminals are counting on it Hackers routinely rely upon a state of distraction and the craft o,2020-10-02T20:57:00Z,-0.13181818181818183,0.0
Cyber Attack forces Twitter to hire a new CTO,Rinki Sethi who served as a Chief Information Security Officer at cloud company Rubrik will now join as a Chief Technology Officer CTO at the Twitter s California office And news is out that she will report to Nick Tornow and will work alongside Paraga a,2020-10-02T17:01:00Z,0.13636363636363635,0.0
Don t let London become a Donut Crowded on the outside empty in the middle,As a Londoner born and bred I am acutely sensitive to the ebb and flow of people travelling in and The post Don t let London become a Donut Crowded on the outside empty in the middle appeared first on CityAM,2020-10-02T06:00:29Z,-0.03333333333333333,0.05
Safe cryptotrading 101,Decided to invest in cryptocurrency Read our guide to avoid the most common rookie mistakes and not lose money,2020-10-02T10:39:07Z,0.5,0.1
Melinda Gates Slams Social Media for Spreading Disinfo,In a September 2020 interview with Axios on HBO Melinda Gates said It may be time for a reckoning with social media s role in spreading disinformation According to Axios 1 Bill and Melinda Gates have seen firsthand the impact of disinformation as th,2020-10-02T04:01:00Z,0.03333333333333333,0.03333333333333333
Cyber Daily Another Maritime Cyberattack Treasury Cautions Against Paying Ransom to Sanctioned Groups Wall Street Journal,It s Friday The International Maritime Organization is the second shipping entity attacked by hackers in the past week The incident brought down the website and internal web based services at the global regulator s London headquarters Other news U S,2020-10-02T13:24:00Z,0.0,-0.07579365079365079
Russian billionaire among ultra rich taking out home loans on NYC properties to access cheap credit,The interest rate on Dmitry Rybolovlev s 42 million mortgage is just 2 9 so his payments average out to about 177 000 per month and he can use the loan to invest in other ventures,2020-10-02T15:29:43Z,0.25833333333333336,-0.1375
ECB moves a step closer to the creation of a digital euro,The European Central bank is to conduct a public consultation on the possible creation of a digital euro after a high level taskforce sketched out possible scenarios that would require central banks to mint their own cryptocurrency,2020-10-02T08:53:16Z,0.0,0.08444444444444445
